1065,295704,2020-06-12,AEX,,PUT,2020-12-18,480,EUR,24.66,3,1,100,7398,7398,8490,Indexopties,103242,AEX P DEC 2020 480.00,0
1066,295704,2020-06-12,AEX,,PUT,2020-12-18,500,EUR,29.76,4,1,100,11904,11904,8117.14,Indexopties,103242,AEX  P DEC 2020 500.00,0
1067,295704,2020-06-12,EMIM NA,IE00BKM4GZ66,,1900-01-01,0,EUR,23.665,8184,1,1,193674.36,193674.36,196875.12,Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
1068,295704,2020-06-12,ISSP,IE0031442068,,1900-01-01,0,EUR,26.799,7413,1,1,198660.99,198660.99,198795.57,Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
1069,295704,2020-06-12,ISSP,,DIV,1900-01-01,0,USD,0.1217,7413,1.1258299999999999,1,801.33,902.16,792.47,Dividenden,,div. iShares S&P 500 UCITS ETF (NL) (IUS,0
1070,295704,2020-06-12,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,27.563,6808,1,1,187648.9,187648.9,202803.86,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
1071,295704,2020-06-12,VEUR NA,,DIV,1900-01-01,0,EUR,0.23371,6808,1,1,1591.1,1591.1,1591.1,Dividenden,,DIV Vanguard FTSE Developed Europe,0
1072,295704,2020-06-12,EUR,,,1900-01-01,0,EUR,0,185501.36,1,0,185501.36,185501.36,0,,1234,,0
818,295704,2020-07-06,AEX,,PUT,2020-12-18,480,EUR,12.19,3,1,100,3657,3657,8490,Indexopties,103242,AEX P DEC 2020 480.00,0
819,295704,2020-07-06,AEX,,PUT,2020-12-18,500,EUR,15.44,4,1,100,6176,6176,8117.14,Indexopties,103242,AEX  P DEC 2020 500.00,0
820,295704,2020-07-06,EMIM NA,IE00BKM4GZ66,,1900-01-01,0,EUR,25.693,8184,1,1,210271.51,210271.51,196875.12,Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
821,295704,2020-07-06,IBTE LN,IE00BDFK1573,,1900-01-01,0,EUR,5.1085,29500,1,1,150700.75,150700.75,150745,Aandelen Engeland,171287,iShares $ Treasury Bond 1-3yr (EUR) Hdg,0
822,295704,2020-07-06,ISSP,IE0031442068,,1900-01-01,0,EUR,27.981,7413,1,1,207423.15,207423.15,198795.57,Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
823,295704,2020-07-06,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,28.841,6808,1,1,196349.53,196349.53,202803.86,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
824,295704,2020-07-06,EUR,,,1900-01-01,0,EUR,0,36974.48,1,0,36974.48,36974.48,0,,1234,,0
849,295704,2020-03-06,AEX,,PUT,2020-06-19,500,EUR,26.03,3,1,100,7809,7809,990,Indexopties,103242,AEX P JUN 2020 500.00,0
850,295704,2020-03-06,AEX,,PUT,2020-12-18,500,EUR,38.8,4,1,100,15520,15520,3780,Indexopties,103242,AEX  P DEC 2020 500.00,0
851,295704,2020-03-06,EMIM NA,IE00BKM4GZ66,,1900-01-01,0,EUR,23.88,8184,1,1,195433.92,195433.92,196875.12,Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
852,295704,2020-03-06,ISSP,IE0031442068,,1900-01-01,0,EUR,26.081,7413,1,1,193338.45,193338.45,198795.57,Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
853,295704,2020-03-06,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,28.773,6808,1,1,195886.58,195886.58,202803.86,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
854,295704,2020-03-06,EUR,,,1900-01-01,0,EUR,0,189161.3,1,0,189161.3,189161.3,0,,1234,,0
822,295704,2020-05-30,AEX,,PUT,2020-12-18,480,EUR,24,3,1,100,7200,7200,8490,Indexopties,103242,AEX P DEC 2020 480.00,0
823,295704,2020-05-30,AEX,,PUT,2020-12-18,500,EUR,29.56,4,1,100,11824,11824,8117.14,Indexopties,103242,AEX  P DEC 2020 500.00,0
824,295704,2020-05-30,EMIM NA,IE00BKM4GZ66,,1900-01-01,0,EUR,22.439,8184,1,1,183640.78,183640.78,196875.12,Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
825,295704,2020-05-30,ISSP,IE0031442068,,1900-01-01,0,EUR,27.02,7413,1,1,200299.26,200299.26,198795.57,Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
826,295704,2020-05-30,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,27.362,6808,1,1,186280.5,186280.5,202803.86,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
827,295704,2020-05-30,EUR,,,1900-01-01,0,EUR,0,185501.36,1,0,185501.36,185501.36,0,,1234,,0
916,295704,2020-01-26,AEX,,PUT,2020-06-19,500,EUR,1.69,3,1,100,507,507,990,Indexopties,103242,AEX P JUN 2020 500.00,0
917,295704,2020-01-26,AEX,,PUT,2020-12-18,500,EUR,6.78,4,1,100,2712,2712,3780,Indexopties,103242,AEX  P DEC 2020 500.00,0
918,295704,2020-01-26,EMIM NA,IE00BKM4GZ66,,1900-01-01,0,EUR,27.454,5634,1,1,154675.84,154675.84,132849.72,Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
919,295704,2020-01-26,ISSP,IE0031442068,,1900-01-01,0,EUR,29.966,5033,1,1,150818.88,150818.88,132749.88,Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
920,295704,2020-01-26,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,33.18,4493,1,1,149077.74,149077.74,132849.02,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
921,295704,2020-01-26,EUR,,,1900-01-01,0,EUR,0,389406.75,1,0,389406.75,389406.75,0,,1234,,0
876,295704,2020-07-28,AEX,,PUT,2020-12-18,480,EUR,11.47,3,1,100,3441,3441,8490,Indexopties,103242,AEX P DEC 2020 480.00,0
