869,295720,2020-08-20,AEX,,PUT,2020-12-18,480,EUR,10.1,3,1,100,3030,3030,2313,Indexopties,103242,AEX P DEC 2020 480.00,0
870,295720,2020-08-20,AEX,,PUT,2020-12-18,500,EUR,13.62,4,1,100,5448,5448,4148,Indexopties,103242,AEX  P DEC 2020 500.00,0
871,295720,2020-08-20,EMIM NA,IE00BKM4GZ66,,1900-01-01,0,EUR,24.957,8184,1,1,204248.09,204248.09,209264.88,Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
872,295720,2020-08-20,IBTE LN,IE00BDFK1573,,1900-01-01,0,EUR,5.1065,29500,1,1,150641.75,150641.75,150582.75,Aandelen Engeland,171287,iShares $ Treasury Bond 1-3yr (EUR) Hdg,0
873,295720,2020-08-20,ISSP,IE0031442068,,1900-01-01,0,EUR,28.408,7413,1,1,210588.5,210588.5,211707.87,Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
874,295720,2020-08-20,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,28.513,6808,1,1,194116.5,194116.5,198698.29,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
875,295720,2020-08-20,EUR,,,1900-01-01,0,EUR,0,35159.48,1,0,35159.48,35159.48,0,,1234,,0
866,295720,2020-08-17,AEX,,PUT,2020-12-18,480,EUR,8.9,3,1,100,2670,2670,2313,Indexopties,103242,AEX P DEC 2020 480.00,0
867,295720,2020-08-17,AEX,,PUT,2020-12-18,500,EUR,11.96,4,1,100,4784,4784,4148,Indexopties,103242,AEX  P DEC 2020 500.00,0
868,295720,2020-08-17,EMIM NA,IE00BKM4GZ66,,1900-01-01,0,EUR,25.517,8184,1,1,208831.13,208831.13,209264.88,Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
869,295720,2020-08-17,IBTE LN,IE00BDFK1573,,1900-01-01,0,EUR,5.106,29500,1,1,150627,150627,150582.75,Aandelen Engeland,171287,iShares $ Treasury Bond 1-3yr (EUR) Hdg,0
870,295720,2020-08-17,ISSP,IE0031442068,,1900-01-01,0,EUR,28.431,7413,1,1,210759,210759,211707.87,Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
871,295720,2020-08-17,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,28.769,6808,1,1,195859.35,195859.35,198698.29,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
872,295720,2020-08-17,EUR,,,1900-01-01,0,EUR,0,35159.48,1,0,35159.48,35159.48,0,,1234,,0
916,295720,2020-09-17,AEX,,PUT,2020-12-18,480,EUR,7.36,3,1,100,2208,2208,2313,Indexopties,103242,AEX P DEC 2020 480.00,0
917,295720,2020-09-17,AEX,,PUT,2020-12-18,500,EUR,10.42,4,1,100,4168,4168,4148,Indexopties,103242,AEX  P DEC 2020 500.00,0
918,295720,2020-09-17,EMIM NA,IE00BKM4GZ66,,1900-01-01,0,EUR,25.739,8184,1,1,210647.98,210647.98,209264.88,Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
919,295720,2020-09-17,IBTE LN,IE00BDFK1573,,1900-01-01,0,EUR,5.104,29500,1,1,150568,150568,150582.75,Aandelen Engeland,171287,iShares $ Treasury Bond 1-3yr (EUR) Hdg,0
920,295720,2020-09-17,ISSP,IE0031442068,,1900-01-01,0,EUR,28.313,7413,1,1,209884.27,209884.27,211707.87,Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
921,295720,2020-09-17,ISSP,,DIV,1900-01-01,0,USD,0.12,7413,1.1846299999999998,1,750.92,889.56,754.01,Dividenden,,div. iShares S&P 500 UCITS ETF (NL) (IUS,0
922,295720,2020-09-17,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,28.909,6808,1,1,196812.47,196812.47,198698.29,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
923,295720,2020-09-17,EUR,,,1900-01-01,0,EUR,0,35159.48,1,0,35159.48,35159.48,0,,1234,,0
819,295720,2020-09-11,AEX,,PUT,2020-12-18,480,EUR,8.2,3,1,100,2460,2460,2313,Indexopties,103242,AEX P DEC 2020 480.00,0
820,295720,2020-09-11,AEX,,PUT,2020-12-18,500,EUR,11.47,4,1,100,4588,4588,4148,Indexopties,103242,AEX  P DEC 2020 500.00,0
821,295720,2020-09-11,EMIM NA,IE00BKM4GZ66,,1900-01-01,0,EUR,25.302,8184,1,1,207071.57,207071.57,209264.88,Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
822,295720,2020-09-11,IBTE LN,IE00BDFK1573,,1900-01-01,0,EUR,5.1045,29500,1,1,150582.75,150582.75,150582.75,Aandelen Engeland,171287,iShares $ Treasury Bond 1-3yr (EUR) Hdg,0
823,295720,2020-09-11,ISSP,IE0031442068,,1900-01-01,0,EUR,28.256,7413,1,1,209461.73,209461.73,211707.87,Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
824,295720,2020-09-11,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,28.661,6808,1,1,195124.09,195124.09,198698.29,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
825,295720,2020-09-11,EUR,,,1900-01-01,0,EUR,0,35159.48,1,0,35159.48,35159.48,0,,1234,,0
871,295720,2020-08-19,AEX,,PUT,2020-12-18,480,EUR,8.46,3,1,100,2538,2538,2313,Indexopties,103242,AEX P DEC 2020 480.00,0
872,295720,2020-08-19,AEX,,PUT,2020-12-18,500,EUR,11.47,4,1,100,4588,4588,4148,Indexopties,103242,AEX  P DEC 2020 500.00,0
873,295720,2020-08-19,EMIM NA,IE00BKM4GZ66,,1900-01-01,0,EUR,25.371,8184,1,1,207636.26,207636.26,209264.88,Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
874,295720,2020-08-19,IBTE LN,IE00BDFK1573,,1900-01-01,0,EUR,5.106,29500,1,1,150627,150627,150582.75,Aandelen Engeland,171287,iShares $ Treasury Bond 1-3yr (EUR) Hdg,0
875,295720,2020-08-19,ISSP,IE0031442068,,1900-01-01,0,EUR,28.482,7413,1,1,211137.07,211137.07,211707.87,Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
