649,295610,2020-06-12,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,51.081,9082,1,1,463917.64,463917.64,424345.92,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
650,295610,2020-06-12,VUSA NA,,DIV,1900-01-01,0,USD,0.19529000000000002,9082,1.1258299999999999,1,1575.39,1773.62,1558.1,Dividenden,,DIV Vanguard S&P 500 ETF,0
651,295610,2020-06-12,EUR,,,1900-01-01,0,EUR,0,563.95,1,0,563.95,563.95,0,,1234,,0
500,295610,2020-07-06,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,53.32,9122,1,1,486385.04,486385.04,426432.2,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
501,295610,2020-07-06,EUR,,,1900-01-01,0,EUR,0,7.56,1,0,7.56,7.56,0,,1234,,0
514,295610,2020-08-20,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,54.142,9122,1,1,493883.32,493883.32,426432.2,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
515,295610,2020-08-20,EUR,,,1900-01-01,0,EUR,0,7.56,1,0,7.56,7.56,0,,1234,,0
551,295610,2020-03-06,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,49.71,10945,1,1,544075.95,544075.95,511327.16,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
552,295610,2020-03-06,EUR,,,1900-01-01,0,EUR,0,355.82,1,0,355.82,355.82,0,,1234,,0
505,295610,2020-05-30,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,51.486,9082,1,1,467595.85,467595.85,424345.92,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
506,295610,2020-05-30,EUR,,,1900-01-01,0,EUR,0,100563.95,1,0,100563.95,100563.95,0,,1234,,0
516,295610,2020-08-17,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,54.174,9122,1,1,494175.23,494175.23,426432.2,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
517,295610,2020-08-17,EUR,,,1900-01-01,0,EUR,0,7.56,1,0,7.56,7.56,0,,1234,,0
610,295610,2020-01-26,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,33.18,5075,1,1,168388.5,168388.5,140761.57,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
611,295610,2020-01-26,VFEM NA,IE00B3VVMM84,,1900-01-01,0,EUR,55.39,100,1,1,5539,5539,4621.77,Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
612,295610,2020-01-26,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,57.089,7945,1,1,453572.11,453572.11,354369.36,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
613,295610,2020-01-26,EUR,,,1900-01-01,0,EUR,0,49.44,1,0,49.44,49.44,0,,1234,,0
546,295610,2020-07-28,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,52.431,9122,1,1,478275.58,478275.58,426432.2,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
547,295610,2020-07-28,EUR,,,1900-01-01,0,EUR,0,7.56,1,0,7.56,7.56,0,,1234,,0
500,295610,2020-07-14,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,52.75,9122,1,1,481185.5,481185.5,426432.2,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
501,295610,2020-07-14,EUR,,,1900-01-01,0,EUR,0,7.56,1,0,7.56,7.56,0,,1234,,0
650,295610,2020-06-11,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,51.306,9082,1,1,465961.09,465961.09,424345.92,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
651,295610,2020-06-11,VUSA NA,,DIV,1900-01-01,0,USD,0.19529000000000002,9082,1.12926,1,1570.61,1773.62,1558.1,Dividenden,,DIV Vanguard S&P 500 ETF,0
652,295610,2020-06-11,EUR,,,1900-01-01,0,EUR,0,563.95,1,0,563.95,563.95,0,,1234,,0
507,295610,2020-04-09,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,48.398,11012,1,1,532958.78,532958.78,514522.93,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
508,295610,2020-04-09,EUR,,,1900-01-01,0,EUR,0,66.19,1,0,66.19,66.19,0,,1234,,0
553,295610,2020-01-11,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,32.839,5075,1,1,166657.93,166657.93,140761.57,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
554,295610,2020-01-11,VFEM NA,IE00B3VVMM84,,1900-01-01,0,EUR,56.03,100,1,1,5603,5603,4621.77,Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
555,295610,2020-01-11,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,55.959,7945,1,1,444594.26,444594.26,354369.36,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
556,295610,2020-01-11,EUR,,,1900-01-01,0,EUR,0,49.44,1,0,49.44,49.44,0,,1234,,0
505,295610,2020-04-15,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,48.237,11012,1,1,531185.84,531185.84,514522.93,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
506,295610,2020-04-15,EUR,,,1900-01-01,0,EUR,0,66.19,1,0,66.19,66.19,0,,1234,,0
551,295610,2020-03-11,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,46.845,10945,1,1,512718.53,512718.53,511327.16,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
552,295610,2020-03-11,EUR,,,1900-01-01,0,EUR,0,355.82,1,0,355.82,355.82,0,,1234,,0
535,295610,2020-09-17,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,54.108,9122,1,1,493573.18,493573.18,426432.2,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
536,295610,2020-09-17,EUR,,,1900-01-01,0,EUR,0,7.56,1,0,7.56,7.56,0,,1234,,0
578,295610,2020-02-13,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,33.725,5075,1,1,171154.38,171154.38,140761.57,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
579,295610,2020-02-13,VFEM NA,IE00B3VVMM84,,1900-01-01,0,EUR,55.67,100,1,1,5567,5567,4621.77,Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
580,295610,2020-02-13,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,59.204,7945,1,1,470375.78,470375.78,354369.36,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
581,295610,2020-02-13,EUR,,,1900-01-01,0,EUR,0,49.44,1,0,49.44,49.44,0,,1234,,0
546,295610,2020-07-23,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,53.597,9122,1,1,488911.83,488911.83,426432.2,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
547,295610,2020-07-23,EUR,,,1900-01-01,0,EUR,0,7.56,1,0,7.56,7.56,0,,1234,,0
546,295610,2020-07-16,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,53.224,9122,1,1,485509.33,485509.33,426432.2,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
547,295610,2020-07-16,EUR,,,1900-01-01,0,EUR,0,7.56,1,0,7.56,7.56,0,,1234,,0
577,295610,2020-02-17,VEUR NA,IE00B945VV12,,1900-01-01,0,EUR,33.755,5075,1,1,171306.63,171306.63,140761.57,Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
578,295610,2020-02-17,VFEM NA,IE00B3VVMM84,,1900-01-01,0,EUR,55.95,100,1,1,5595,5595,4621.77,Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
579,295610,2020-02-17,VUSA NA,IE00B3XXRP09,,1900-01-01,0,EUR,59.475,7945,1,1,472528.88,472528.88,354369.36,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
