24,295516,100,USD,2020-03-11, 0:00:00,J,TOEK,1.13078,USD,9990,0.1355,0,0,0,0,2020-03-25,190623733,IE0031442068,ISSP,DIV,1900-01-01,0,300,,,,,2020-03-12,Dividenden,0,div. iShares S&P 500 UCITS ETF (NL) (IUS,0,0,0,0,0,1,,,,,
18,295516,100,EUR,2020-09-23, 0:00:00,J,TOEK,1,EUR,9166,0.19568,0,0,0,0,2020-10-07,193456343,IE00B945VV12,VEUR NA,DIV,1900-01-01,0,300,,,,,2020-09-24,Dividenden,0,DIV Vanguard FTSE Developed Europe,0,0,0,0,0,1,,,,,
6,295516,100,EUR,2020-03-17, 0:00:00,J,TOEK,1,EUR,3411,0.05,0,0,0,0,2020-03-25,190714748,NL0010273801,TAT NA,DIV,1900-01-01,0,300,,,,,2020-03-18,Dividenden,0,div. VanEck iBoxx EUR Sov Capped AAA-AA,0,0,0,0,0,1,,,,,
21,295516,100,USD,2020-06-10, 0:00:00,J,TOEK,1.1374549999999999,USD,9990,0.1217,0,0,0,0,2020-06-24,192020943,IE0031442068,ISSP,DIV,1900-01-01,0,300,,,,,2020-06-11,Dividenden,0,div. iShares S&P 500 UCITS ETF (NL) (IUS,0,0,0,0,0,1,,,,,
22,295516,100,EUR,2020-06-10, 0:00:00,J,TOEK,1,EUR,9166,0.23371,0,0,0,0,2020-06-24,192038141,IE00B945VV12,VEUR NA,DIV,1900-01-01,0,300,,,,,2020-06-11,Dividenden,0,DIV Vanguard FTSE Developed Europe,0,0,0,0,0,1,,,,,
0,295516,1000,EUR,2020-03-09,18:40:21,J,O-G,1,EUR,100000,1,100000,0,0,0,2020-03-09,190588627,,EUR,,1900-01-01,0,4000,tnv rek. 295516 e.van de graaf beheer bv,,,,2020-03-09,Valuta's,1234,Euro,0,0,0,5026,0,6,,,,,
1,295516,100,EUR,2020-07-15, 0:00:00,J,TOEK,1,EUR,728,0.3242,0,0,0,0,2020-07-29,192578101,IE00B4L60045,IE15,DIV,1900-01-01,0,300,,,,,2020-07-16,Dividenden,0,Div. iShares Euro Corporate Bd 1-5yr,0,0,0,0,0,1,,,,,
2,295516,100,EUR,2020-07-15, 0:00:00,J,TOEK,1,EUR,616,0.5659,0,0,0,0,2020-07-29,192576545,IE00B3F81R35,IEAN,DIV,1900-01-01,0,300,,,,,2020-07-16,Dividenden,0,Div. iShares CORE EURO CORP BOND UCITS,0,0,0,0,0,1,,,,,
2,295516,100,EUR,2020-07-29, 0:00:00,J,UITK,1,EUR,-616,0.5659,0,0,0,0,2020-07-29,192676033,IE00B3F81R35,IEAN,DIV,1900-01-01,0,300,,,,,2020-07-29,Dividenden,0,Div. iShares CORE EURO CORP BOND UCITS,0,0,0,0,0,1,,,,,
3,295516,1000,EUR,2020-07-29, 0:00:00,J,UITK,1,EUR,348.59,1,348.59,0,0,0,2020-07-29,192676033,IE00B3F81R35,IEAN,DIV,1900-01-01,0,300,,,,,2020-07-29,Dividenden,0,Div. iShares CORE EURO CORP BOND UCITS,0,0,0,0,0,2,,,,,
0,295516,100,EUR,2020-06-08, 7:29:02,J,OK,1,EUR,14,25.15,0,27.3,0,0,2020-06-09,191970836,,AEX,PUT,2020-12-18,530,3000,,,,,2020-06-08,Indexopties,103242,AEX P DEC 2020 530.00,0,37,0,0,0,1,,,,,
1,295516,1000,EUR,2020-06-08, 7:25:13,J,SV,1,EUR,6972.7,1,6972.7,0,0,0,2020-06-09,191970309,,AEX,PUT,2020-06-19,550,3000,,,,,2020-06-08,Indexopties,103242,AEX P JUN 2020 550.00,0,37,0,0,0,2,,,,,
2,295516,100,EUR,2020-06-08, 7:25:13,J,SV,1,EUR,-14,5,0,27.3,0,0,2020-06-09,191970309,,AEX,PUT,2020-06-19,550,3000,,,,,2020-06-08,Indexopties,103242,AEX P JUN 2020 550.00,0,37,0,0,0,1,,,,,
3,295516,1000,EUR,2020-06-08, 7:29:02,J,OK,1,EUR,35237.3,1,-35237.3,0,0,0,2020-06-09,191970836,,AEX,PUT,2020-12-18,530,3000,,,,,2020-06-08,Indexopties,103242,AEX P DEC 2020 530.00,0,37,0,0,0,2,,,,,
42,295516,1000,USD,2020-06-24, 0:00:00,J,UITK,1.130525,USD,1215.78,1,1215.78,0,0,0,2020-06-24,192190413,IE0031442068,ISSP,DIV,1900-01-01,0,300,,,,,2020-06-24,Dividenden,0,div. iShares S&P 500 UCITS ETF (NL) (IUS,0,0,0,0,0,2,,,,,
43,295516,1000,EUR,2020-06-24, 0:00:00,J,UITK,1,EUR,2142.19,1,2142.19,0,0,0,2020-06-24,192205389,IE00B945VV12,VEUR NA,DIV,1900-01-01,0,300,,,,,2020-06-24,Dividenden,0,DIV Vanguard FTSE Developed Europe,0,0,0,0,0,2,,,,,
44,295516,1000,EUR,2020-06-24, 0:00:00,J,UITK,1,EUR,260.94,1,260.94,0,46.05,0,2020-06-24,192186857,NL0010273801,TAT NA,DIV,1900-01-01,0,300,,,,,2020-06-24,Dividenden,0,div. VanEck iBoxx EUR Sov Capped AAA-AA,0,0,0,0,0,2,,,,,
45,295516,100,USD,2020-06-24, 0:00:00,J,UITK,1.130525,USD,-9990,0.1217,0,0,0,0,2020-06-24,192190413,IE0031442068,ISSP,DIV,1900-01-01,0,300,,,,,2020-06-24,Dividenden,0,div. iShares S&P 500 UCITS ETF (NL) (IUS,0,0,0,0,0,1,,,,,
46,295516,100,EUR,2020-06-24, 0:00:00,J,UITK,1,EUR,-3411,0.09,0,0,46.05,0,2020-06-24,192186857,NL0010273801,TAT NA,DIV,1900-01-01,0,300,,,,,2020-06-24,Dividenden,0,div. VanEck iBoxx EUR Sov Capped AAA-AA,0,0,0,0,0,1,,,,,
47,295516,100,EUR,2020-06-24, 0:00:00,J,UITK,1,EUR,-9166,0.23371,0,0,0,0,2020-06-24,192205389,IE00B945VV12,VEUR NA,DIV,1900-01-01,0,300,,,,,2020-06-24,Dividenden,0,DIV Vanguard FTSE Developed Europe,0,0,0,0,0,1,,,,,
18,295516,1000,USD,2020-03-25, 0:00:00,J,UITK,1.084315,USD,1353.65,1,1353.65,0,0,0,2020-03-25,190834497,IE0031442068,ISSP,DIV,1900-01-01,0,300,,,,,2020-03-25,Dividenden,0,div. iShares S&P 500 UCITS ETF (NL) (IUS,0,0,0,0,0,2,,,,,
